title,year,authors,venue,doi,url,abstract,source,queries
SubMIT: A Physics Analysis Facility at MIT,2025,J. Bendavid; Mariarosaria D'Alfonso; J. Eysermans; C. Freer; Maxim Goncharov,arXiv (Cornell University),10.48550/arxiv.2506.01958,https://openalex.org/W4415145826,"The recently completed SubMIT platform is a small set of servers that provide interactive access to substantial data samples at high speeds, enabling sophisticated data analyses with very fast turnaround times. Additionally, it seamlessly integrates massive processing resources for large-scale tasks by connecting to a set of powerful batch processing systems. It serves as an ideal prototype for an Analysis Facility tailored to meet the demanding data and computational requirements anticipated during the High-Luminosity phase of the Large Hadron Collider. The key features that make this facility so powerful include highly optimized data access with a minimum of 100Gbps networking per server, a large managed NVMe storage system, and a substantial spinning-disk Ceph file system. The platform integrates a diverse set of high multicore CPU machines for tasks benefiting from the multithreading and GPU resources for example for neural network training. SubMIT also provides and supports a flexible environment for users to manage their own software needs for example by using containers. This article describes the facility, its users, and a few complementary, generic and real-life analyses t",openalex,LLM Apptainer Singularity definition file generation
SuperBench: A Proactive Validation System for Improving Reliability of Cloud AI Infrastructure,2025,Yifan Xiong; Yuting Jiang; Ziyue Yang; Lei Qu; Guoshuai Zhao,ACM Transactions on Computer Systems,10.1145/3767334,https://openalex.org/W4414260593,"Reliability in cloud AI infrastructure is crucial for cloud service providers, prompting the widespread use of hardware redundancies. However, these redundancies can inadvertently lead to hidden degradation, known as “gray failure”, for AI workloads, significantly affecting end-to-end performance and concealing performance issues, which complicates root cause analysis for failures and regressions. We introduce SuperBench, a proactive validation system for AI infrastructure that mitigates hidden degradation caused by hardware redundancies and enhances overall reliability. SuperBench features a comprehensive benchmark suite, capable of evaluating individual hardware components and representing most real AI workloads. It comprises a Validator that learns benchmark criteria to pinpoint defective components clearly. Additionally, SuperBench incorporates a Selector to balance validation time and issue-related penalties, enabling optimal timing for validation execution with a tailored subset of benchmarks. Through testbed evaluation and simulation, we demonstrate that SuperBench can increase the mean time between incidents by up to 22.61×. SuperBench has been successfully deployed in Azur",openalex,LLM root cause analysis HPC job failure
SwiftEval: Developing a Language-Specific Benchmark for LLM-generated Code Evaluation,2025,Ivan Petrukha; Yana Kurliak; Nataliia Stulova,2025 IEEE/ACM Second International Conference on AI Foundation Models and Software Engineering (Forge),10.1109/forge66646.2025.00015,https://doi.org/10.1109/forge66646.2025.00015,,crossref,execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform | HPC LLM code generation benchmark
The Impact of Modern AI in Metadata Management,2025,Wenli Yang; Rui Fu; Muhammad Bilal Amin; Byeong Ho Kang,Human-Centric Intelligent Systems,10.1007/s44230-025-00106-5,https://openalex.org/W4406950726,"Abstract Metadata management plays a critical role in data governance, resource discovery, and decision-making in the data-driven era. While traditional metadata approaches have primarily focused on organization, classification, and resource reuse, the integration of modern artificial intelligence (AI) technologies has significantly transformed these processes. This paper investigates both traditional and AI-driven metadata approaches by examining open-source solutions, commercial tools, and research initiatives. A comparative analysis of traditional and AI-driven metadata management methods is provided, highlighting existing challenges and their impact on next-generation datasets. The paper also presents an innovative AI-assisted metadata management framework designed to address these challenges. This framework leverages more advanced modern AI technologies to automate metadata generation, enhance governance, and improve the accessibility and usability of modern datasets. Finally, the paper outlines future directions for research and development, proposing opportunities to further advance metadata management in the context of AI-driven innovation and complex datasets.",openalex,retrieval augmented generation HPC documentation
Title Page,2025,,2025 IEEE/ACM International Workshop on Automated Program Repair (APR),10.1109/apr66717.2025.00002,https://doi.org/10.1109/apr66717.2025.00002,,crossref,executable dataset automated program repair
Towards LLM-based Root Cause Analysis of Hardware Design Failures,2025,Siyu Qiu; Muzhi Wang; Raheel Afsharmazayejani; Mohammad Moradi Shahmiri; Benjamin Tan,2025 IEEE International Conference on Omni-layer Intelligent Systems (COINS),10.1109/coins65080.2025.11125748,https://doi.org/10.1109/coins65080.2025.11125748,,crossref,LLM root cause analysis HPC job failure
TraMedVi: The First Chinese Script To Vietnamese Dataset For Traditional Medicine Domain With Large Language Model Capability Evaluation,2025,Uyen Phuc Bao Nguyen; Nhu Vo Quynh Pham; Long Hong Buu Nguyen; Dien Dinh,PROCEEDINGS OF THE 18th NATIONAL CONFERENCE ON FUNDAMENTAL AND APPLIED INFORMATION TECHNOLOGY RESEARCH,10.15625/vap.2025.0355,https://doi.org/10.15625/vap.2025.0355,,crossref,large language model batch script scheduler
Transitioning from MLOps to LLMOps: Navigating the Unique Challenges of Large Language Models,2025,Saurabh Pahune; Zahid Akhtar,Information,10.3390/info16020087,https://openalex.org/W4406756422,"Large Language Models (LLMs), such as the GPT series, LLaMA, and BERT, possess incredible capabilities in human-like text generation and understanding across diverse domains, which have revolutionized artificial intelligence applications. However, their operational complexity necessitates a specialized framework known as LLMOps (Large Language Model Operations), which refers to the practices and tools used to manage lifecycle processes, including model fine-tuning, deployment, and LLMs monitoring. LLMOps is a subcategory of the broader concept of MLOps (Machine Learning Operations), which is the practice of automating and managing the lifecycle of ML models. LLM landscapes are currently composed of platforms (e.g., Vertex AI) to manage end-to-end deployment solutions and frameworks (e.g., LangChain) to customize LLMs integration and application development. This paper attempts to understand the key differences between LLMOps and MLOps, highlighting their unique challenges, infrastructure requirements, and methodologies. The paper explores the distinction between traditional ML workflows and those required for LLMs to emphasize security concerns, scalability, and ethical considerati",openalex,LLM HPC user support assistant evaluation | infrastructure as code LLM benchmark Terraform | retrieval augmented generation HPC documentation
UAlign: LLM Alignment Benchmark for the Ukrainian Language,2025,Andrian Kravchenko; Yurii Paniv; Nazarii Drushchak,Proceedings of the Fourth Ukrainian Natural Language Processing Workshop (UNLP 2025),10.18653/v1/2025.unlp-1.4,https://doi.org/10.18653/v1/2025.unlp-1.4,,crossref,LLM Dockerfile generation build success benchmark
Uncovering the True Root Cause: Fabrication Defects Behind EOS-Like Failures in GaAs MIM Capacitor Structures,2025,Alex Marionne D. Quarteros; Arnulfo Evangelista; Kojo Appiah; Tejinder Gandhi,International Symposium for Testing and Failure Analysis,10.31399/asm.cp.istfa2025p0078,https://doi.org/10.31399/asm.cp.istfa2025p0078,"Abstract
                  This paper presents the failure analysis of multiple customer returns from a GaAs-based product exhibiting damage localized on a Metal-Insulator-Metal (MIM) capacitor-resistor network connected in parallel with an on-chip ESD protection structure. Initial electrical signatures pointed to Electrical Overstress (EOS); however, extensive Transmission Line Pulse (TLP) testing across a range of conditions failed to replicate the observed damage. This discrepancy led to a deeper investigation toward potential manufacturing-induced defects or structural design vulnerabilities. Detailed optical inspection revealed additional damage along the edges within the MIM structure, beyond the initially suspected dielectric breakdown. Process reviews confirmed the possibility of random defectivity within the MIM dielectric, accelerating Time Dependent Dielectric Breakdown (TDDB) and leading to Early Life Failures (ELF). The failure mechanism was subsequently reclassified from EOS to a fabrication-induced reliability concern. Process improvements were implemented, including an enhanced optical inspection at the foundry. This case highlights the critical role of thorough roo",crossref,LLM root cause analysis HPC job failure
UniPar: A Unified LLM-Based Framework for Parallel and Accelerated Code Translation in HPC,2025,Tomer Bitan; Tal Kadosh; Erel Kaplan; Shira Meiri; Le Chen,2025 IEEE High Performance Extreme Computing Conference (HPEC),10.1109/hpec67600.2025.11196677,https://doi.org/10.1109/hpec67600.2025.11196677,,crossref,HPC LLM code generation benchmark
Unveiling the Black Box: The Significance of XAI in Making LLMs Transparent,2025,Murillo Edson de Carvalho Souza; Li Weigang,,10.22541/au.173991264.46233479/v1,https://openalex.org/W4407680770,"As Large Language Models (LLMs) continue to evolve, their black-box nature poses significant challenges in terms of interpretability, trust, and accountability. Explainable Artificial Intelligence (XAI) emerges as a crucial approach to making these models more transparent by providing insights into their decision-making processes. This paper explores the significance of XAI techniques in enhancing the interpretability of LLMs, examining key methodologies, such as attention visualization, feature attribution, and surrogate modeling. Additionally, we discuss the implications of transparent AI systems in critical domains, addressing ethical concerns, bias mitigation, and regulatory compliance. By unveiling the black box, we aim to bridge the gap between high-performance AI and human-understandable explanations, fostering more reliable and accountable AI systems.",openalex,LLM root cause analysis HPC job failure
Variability-Driven User-Story Generation Using LLM and Triadic Concept Analysis,2025,Alexandre Bazin; Alain Gutierrez; Marianne Huchard; Pierre Martin; Yulin Zhang,Proceedings of the 20th International Conference on Evaluation of Novel Approaches to Software Engineering,10.5220/0013360500003928,https://doi.org/10.5220/0013360500003928,,crossref,LLM HPC user support assistant evaluation | LLM Apptainer Singularity definition file generation
Vibe Coding vs. Agentic Coding: Fundamentals and Practical Implications of Agentic AI,2025,Ranjan Sapkota; Konstantinos I. Roumeliotis; Manoj Karkee,arXiv (Cornell University),10.48550/arxiv.2505.19443,https://openalex.org/W4414586252,"This review presents a comprehensive analysis of two emerging paradigms in AI-assisted software development: vibe coding and agentic coding. While both leverage large language models (LLMs), they differ fundamentally in autonomy, architectural design, and the role of the developer. Vibe coding emphasizes intuitive, human-in-the-loop interaction through prompt-based, conversational workflows that support ideation, experimentation, and creative exploration. In contrast, agentic coding enables autonomous software development through goal-driven agents capable of planning, executing, testing, and iterating tasks with minimal human intervention. We propose a detailed taxonomy spanning conceptual foundations, execution models, feedback loops, safety mechanisms, debugging strategies, and real-world tool ecosystems. Through comparative workflow analysis and 20 detailed use cases, we illustrate how vibe systems thrive in early-stage prototyping and education, while agentic systems excel in enterprise-grade automation, codebase refactoring, and CI/CD integration. We further examine emerging trends in hybrid architectures, where natural language interfaces are coupled with autonomous executio",openalex,LLM root cause analysis HPC job failure
VISION: a modular AI assistant for natural human-instrument interaction at scientific user facilities,2025,Shray Mathur; Noah van der Vleuten; Kevin G. Yager; Esther H. R. Tsai,Machine Learning Science and Technology,10.1088/2632-2153/add9e4,https://openalex.org/W4410422038,"Abstract Scientific user facilities, such as synchrotron beamlines, are equipped with a wide array of hardware and software tools that require a codebase for human-computer-interaction. This often necessitates developers to be involved to establish connection between users/researchers and the complex instrumentation. The advent of generative AI presents an opportunity to bridge this knowledge gap, enabling seamless communication and efficient experimental workflows. Here we present a modular architecture for the Vi rtual S cientific Compan ion by assembling multiple AI-enabled cognitive blocks that each scaffolds large language models (LLMs) for a specialized task. With VISION, we performed LLM-based operation on the beamline workstation with low latency and demonstrated the first voice-controlled experiment at an x-ray scattering beamline. The modular and scalable architecture allows for easy adaptation to new instruments and capabilities. Development on natural language-based scientific experimentation is a building block for an impending future where a science exocortex—a synthetic extension to the cognition of scientists—may radically transform scientific practice and discovery",openalex,LLM HPC user support assistant evaluation
What artificial intelligence can do for high-performance computing systems?,2025,Pierrick Pochelu; Hyacinthe Cartiaux; Julien Schleich,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.113248,https://openalex.org/W4416829071,,openalex,LLM SLURM job script generation | LLM root cause analysis HPC job failure
When LLMs meet cybersecurity: a systematic literature review,2025,Jie Zhang; H. Bu; Hui Wen; Yongji Liu; Haiqiang Fei,Cybersecurity,10.1186/s42400-025-00361-w,https://openalex.org/W4407163436,"Abstract The rapid development of large language models (LLMs) has opened new avenues across various fields, including cybersecurity, which faces an evolving threat landscape and demand for innovative technologies. Despite initial explorations into the application of LLMs in cybersecurity, there is a lack of a comprehensive overview of this research area. This paper addresses this gap by providing a systematic literature review, covering the analysis of over 300 works, encompassing 25 LLMs and more than 10 downstream scenarios. Our comprehensive overview addresses three key research questions: the construction of cybersecurity-oriented LLMs, the application of LLMs to various cybersecurity tasks, the challenges and further research in this area. This study aims to shed light on the extensive potential of LLMs in enhancing cybersecurity practices and serve as a valuable resource for applying LLMs in this field. We also maintain and regularly update a list of practical guides on LLMs for cybersecurity at https://github.com/tmylla/Awesome-LLM4Cybersecurity .",openalex,execution-based benchmark infrastructure as code LLM
"You Name It, I Run It: An LLM Agent to Execute Tests of Arbitrary Projects",2025,Islem Bouzenia; Michael Pradel,Proceedings of the ACM on software engineering.,10.1145/3728922,https://openalex.org/W4411523059,"The ability to execute the test suite of a project is essential in many scenarios, e.g., to assess code quality and code coverage, to validate code changes made by developers or automated tools, and to ensure compatibility with dependencies. Despite its importance, executing the test suite of a project can be challenging in practice because different projects use different programming languages, software ecosystems, build systems, testing frameworks, and other tools. These challenges make it difficult to create a reliable, universal test execution method that works across different projects. This paper presents ExecutionAgent, an automated technique that prepares scripts for building an arbitrary project from source code and running its test cases. Inspired by the way a human developer would address this task, our approach is a large language model (LLM)-based agent that autonomously executes commands and interacts with the host system. The agent uses meta-prompting to gather guidelines on the latest technologies related to the given project, and it iteratively refines its process based on feedback from the previous steps. Our evaluation applies ExecutionAgent to 50 open-source pro",openalex,LLM Dockerfile generation build success benchmark
169 Delayed diagnosis of heart failure: an unmet need in primary care,2024,Huzefa Qamar; Mariyam Hussain; Reshma Rasheed,Heart failure,10.1136/heartjnl-2024-bcs.166,https://doi.org/10.1136/heartjnl-2024-bcs.166,,crossref,supercomputer job failure diagnosis dataset
21 Root cause analysis of corneal contamination with bacteria Ralstonia insidiosa,2024,Roncevic Krajina; Vidovic; Golubic Cepulic; Bukulin; Tutic Lazic,21 Root cause analysis of corneal contamination with bacteria Ralstonia insidiosa,10.1136/bmjophth-2024-eeba.21,https://doi.org/10.1136/bmjophth-2024-eeba.21,,crossref,LLM root cause analysis HPC job failure
26 Outcomes of cardiac rehabilitation provision to those patients with a primary heart failure diagnosis,2024,Paula Spray,26 Outcomes of cardiac rehabilitation provision to those patients with a primary heart failure diagnosis,10.1136/heartjnl-2024-bacpr.26,https://doi.org/10.1136/heartjnl-2024-bacpr.26,,crossref,supercomputer job failure diagnosis dataset
"A Comprehensive Crucial Review of Re-Purposing DNN-Based Systems: Significance, Challenges, and Future Directions",2024,Yaser Mohammed Al-Hamzi; Shamsul Sahibuddin,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2024.0151059,https://openalex.org/W4403984990,"The fourth industrial revolution is marked by the significance of artificial intelligence (AI), particularly the remarkable progress in deep neural networks (DNNs). These networks have become crucial in various areas of daily life because of their remarkable pattern-learning capabilities on massive datasets. However, the incompatibility of these systems makes reutilizing them for efficient data analysis and computation highly intricate and challenging due to their fragmentation, internal structure, and complexity. Training in DNNs, a vital essential activity in model development, is often time-consuming and costly intensive computation. More precisely, reusing the entire model during deployment when only a small portion of its required features will result in excessive overhead. On the other hand, reengineering the model without efficient code review could also pose security risks as the model would inherit its defects and weaknesses. This paper comprehensively reviews DNN-based systems, encompassing cutting-edge frameworks, algorithms, and models for complex data and existent limitations. The study, which results from a thorough examination, analysis, and synthesis of observations",openalex,LLM root cause analysis HPC job failure
A Framework for Automatic Root Cause Analysis of Network Failure on MPLS Network,2024,Tikumporn Wankvar; Apichon Witayangkurn,2024 21st International Joint Conference on Computer Science and Software Engineering (JCSSE),10.1109/jcsse61278.2024.10613734,https://doi.org/10.1109/jcsse61278.2024.10613734,,crossref,LLM root cause analysis HPC job failure
A Multi-Expert Large Language Model Architecture for Verilog Code Generation,2024,Bardia Nadimi; Hao Zheng,2024 IEEE LLM Aided Design Workshop (LAD),10.1109/lad62341.2024.10691683,https://doi.org/10.1109/lad62341.2024.10691683,,crossref,HPC LLM code generation benchmark
A Multimodal LLM-based Assistant for User-Centric Interactive Machine Learning,2024,Wataru Kawabe; Yusuke Sugano,SIGGRAPH Asia 2024 Posters,10.1145/3681756.3697880,https://doi.org/10.1145/3681756.3697880,,crossref,LLM HPC user support assistant evaluation
A QA-Assisted Job Scheduler for Minimizing the Impact of Urgent Computing on HPC System Operation,2024,Tatsuyoshi Ohmura; Keichi Takahashi; Ryusuke Egawa; Hiroyuki Takizawa,2024 Twelfth International Symposium on Computing and Networking Workshops (CANDARW),10.1109/candarw64572.2024.00039,https://doi.org/10.1109/candarw64572.2024.00039,,crossref,job script correctness benchmark scheduler
A Report on LSG 2024: LLM Fine-Tuning for Fictional Stories Generation,2024,Daria Seredina,Proceedings of the 17th International Natural Language Generation Conference: Generation Challenges,10.18653/v1/2024.inlg-genchal.14,https://doi.org/10.18653/v1/2024.inlg-genchal.14,,crossref,LLM SLURM job script generation | LLM Apptainer Singularity definition file generation
A Self-Reflective Retrieval Augmented Generation System to Eliminate Hallucination in LLM Generation,2024,Haotong Hu; Garret Washburn,"Computer Science, Engineering and Information Technology",10.5121/csit.2024.141402,https://doi.org/10.5121/csit.2024.141402,"In a Retrieval Augmented Generation system, the possibility of hallucination is ever prevalent, as it has been increasingly common for an AI model to produce inaccurate generations given an input, which can become increasingly more devastating for a RAG system due to its node-like generation. To solve this problem, we introduced a series of selfreflective nodes, creating a self-RAG model. To create our program, we established a series of nodes that utilized ChatGPT for generation as well as the Langchain python library and its workflow functions to piece together the nodes. A major challenge faced during the planning and development stages was the creation of the self-reflective nodes within the workflow, as these proved to be difficult to implement. To test the accuracy and capacity of this proposed Self-RAG model, multiple experiments were carried out and the result ensures a quality generation. This model should be implemented because it avoids misleading and inaccurate answers.",crossref,LLM Apptainer Singularity definition file generation
A Survey of Resource-efficient LLM and Multimodal Foundation Models,2024,Mengwei Xu; Wangsong Yin; Dongqi Cai; Rongjie Yi; Daliang Xu,arXiv (Cornell University),10.48550/arxiv.2401.08092,https://openalex.org/W4390962670,"Large foundation models, including large language models (LLMs), vision transformers (ViTs), diffusion, and LLM-based multimodal models, are revolutionizing the entire machine learning lifecycle, from training to deployment. However, the substantial advancements in versatility and performance these models offer come at a significant cost in terms of hardware resources. To support the growth of these large models in a scalable and environmentally sustainable way, there has been a considerable focus on developing resource-efficient strategies. This survey delves into the critical importance of such research, examining both algorithmic and systemic aspects. It offers a comprehensive analysis and valuable insights gleaned from existing literature, encompassing a broad array of topics from cutting-edge model architectures and training/serving algorithms to practical system designs and implementations. The goal of this survey is to provide an overarching understanding of how current approaches are tackling the resource challenges posed by large foundation models and to potentially inspire future breakthroughs in this field.",openalex,LLM HPC user support assistant evaluation
A Survey of using Large Language Models for Generating Infrastructure as Code,2024,Kalahasti Ganesh Srivatsa; Sabyasachi Mukhopadhyay; Ganesh Katrapati; Manish Shrivastava,arXiv (Cornell University),10.48550/arxiv.2404.00227,https://openalex.org/W4393757176,"Infrastructure as Code (IaC) is a revolutionary approach which has gained significant prominence in the Industry. IaC manages and provisions IT infrastructure using machine-readable code by enabling automation, consistency across the environments, reproducibility, version control, error reduction and enhancement in scalability. However, IaC orchestration is often a painstaking effort which requires specialised skills as well as a lot of manual effort. Automation of IaC is a necessity in the present conditions of the Industry and in this survey, we study the feasibility of applying Large Language Models (LLM) to address this problem. LLMs are large neural network-based models which have demonstrated significant language processing abilities and shown to be capable of following a range of instructions within a broad scope. Recently, they have also been adapted for code understanding and generation tasks successfully, which makes them a promising choice for the automatic generation of IaC configurations. In this survey, we delve into the details of IaC, usage of IaC in different platforms, their challenges, LLMs in terms of code-generation aspects and the importance of LLMs in IaC alo",openalex,infrastructure as code LLM benchmark Terraform
A Survey on Failure Analysis and Fault Injection in AI Systems,2024,"Guangba Yu; Tan, Gou; Haojia Huang; Zhenyu Zhang; Pengfei Chen",arXiv (Cornell University),10.48550/arxiv.2407.00125,https://openalex.org/W4400267110,"The rapid advancement of Artificial Intelligence (AI) has led to its integration into various areas, especially with Large Language Models (LLMs) significantly enhancing capabilities in Artificial Intelligence Generated Content (AIGC). However, the complexity of AI systems has also exposed their vulnerabilities, necessitating robust methods for failure analysis (FA) and fault injection (FI) to ensure resilience and reliability. Despite the importance of these techniques, there lacks a comprehensive review of FA and FI methodologies in AI systems. This study fills this gap by presenting a detailed survey of existing FA and FI approaches across six layers of AI systems. We systematically analyze 160 papers and repositories to answer three research questions including (1) what are the prevalent failures in AI systems, (2) what types of faults can current FI tools simulate, (3) what gaps exist between the simulated faults and real-world failures. Our findings reveal a taxonomy of AI system failures, assess the capabilities of existing FI tools, and highlight discrepancies between real-world and simulated failures. Moreover, this survey contributes to the field by providing a framework ",openalex,LLM root cause analysis HPC job failure | supercomputer job failure diagnosis dataset
A survey on large language model based autonomous agents,2024,Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang,Frontiers of Computer Science,10.1007/s11704-024-40231-1,https://openalex.org/W4393065402,"Abstract Autonomous agents have long been a research focus in academic and industry communities. Previous research often focuses on training agents with limited knowledge within isolated environments, which diverges significantly from human learning processes, and makes the agents hard to achieve human-like decisions. Recently, through the acquisition of vast amounts of Web knowledge, large language models (LLMs) have shown potential in human-level intelligence, leading to a surge in research on LLM-based autonomous agents. In this paper, we present a comprehensive survey of these studies, delivering a systematic review of LLM-based autonomous agents from a holistic perspective. We first discuss the construction of LLM-based autonomous agents, proposing a unified framework that encompasses much of previous work. Then, we present a overview of the diverse applications of LLM-based autonomous agents in social science, natural science, and engineering. Finally, we delve into the evaluation strategies commonly used for LLM-based autonomous agents. Based on the previous studies, we also present several challenges and future directions in this field.",openalex,execution-based benchmark infrastructure as code LLM
A Survey on LLM-based Code Generation for Low-Resource and Domain-Specific Programming Languages,2024,Sathvik Joel; Jie JW Wu; Fatemeh H. Fard,arXiv (Cornell University),10.48550/arxiv.2410.03981,https://openalex.org/W4403929277,"Large Language Models (LLMs) have shown impressive capabilities in code generation for popular programming languages. However, their performance on Low-Resource Programming Languages (LRPLs) and Domain-Specific Languages (DSLs) remains a significant challenge, affecting millions of developers-3.5 million users in Rust alone-who cannot fully utilize LLM capabilities. LRPLs and DSLs encounter unique obstacles, including data scarcity and, for DSLs, specialized syntax that is poorly represented in general-purpose datasets. Addressing these challenges is crucial, as LRPLs and DSLs enhance development efficiency in specialized domains, such as finance and science. While several surveys discuss LLMs in software engineering, none focus specifically on the challenges and opportunities associated with LRPLs and DSLs. Our survey fills this gap by systematically reviewing the current state, methodologies, and challenges in leveraging LLMs for code generation in these languages. We filtered 111 papers from over 27,000 published studies between 2020 and 2024 to evaluate the capabilities and limitations of LLMs in LRPLs and DSLs. We report the LLMs used, benchmarks, and metrics for evaluation, s",openalex,LLM HPC user support assistant evaluation | HPC LLM code generation benchmark | retrieval augmented generation HPC documentation
A Systematic Literature Review on Large Language Models for Automated Program Repair,2024,Quanjun Zhang; Chunrong Fang; Yang Xie; Yuxiang Ma; Weisong Sun,arXiv (Cornell University),10.48550/arxiv.2405.01466,https://openalex.org/W4396651321,"Automated Program Repair (APR) attempts to patch software bugs and reduce manual debugging efforts. Very recently, with the advances in Large Language Models (LLMs), an increasing number of APR techniques have been proposed, facilitating software development and maintenance and demonstrating remarkable performance. However, due to ongoing explorations in the LLM-based APR field, it is challenging for researchers to understand the current achievements, challenges, and potential opportunities. This work provides the first systematic literature review to summarize the applications of LLMs in APR between 2020 and 2025. We analyze 189 relevant papers from LLMs, APR and their integration perspectives. First, we categorize existing popular LLMs that are applied to support APR and outline four types of utilization strategies for their deployment. Besides, we detail some specific repair scenarios that benefit from LLMs, e.g., semantic bugs and security vulnerabilities. Furthermore, we discuss several critical aspects of integrating LLMs into APR research, e.g., input forms and open science. Finally, we highlight a set of challenges remaining to be investigated and the potential guidelines f",openalex,executable dataset automated program repair
Accurate RNA 3D structure prediction using a language model-based deep learning approach,2024,Tao Shen; Zhihang Hu; Siqi Sun; Di Liu; Felix Wong,Nature Methods,10.1038/s41592-024-02487-0,https://openalex.org/W4404595545,"Accurate prediction of RNA three-dimensional (3D) structures remains an unsolved challenge. Determining RNA 3D structures is crucial for understanding their functions and informing RNA-targeting drug development and synthetic biology design. The structural flexibility of RNA, which leads to the scarcity of experimentally determined data, complicates computational prediction efforts. Here we present RhoFold+, an RNA language model-based deep learning method that accurately predicts 3D structures of single-chain RNAs from sequences. By integrating an RNA language model pretrained on ~23.7 million RNA sequences and leveraging techniques to address data scarcity, RhoFold+ offers a fully automated end-to-end pipeline for RNA 3D structure prediction. Retrospective evaluations on RNA-Puzzles and CASP15 natural RNA targets demonstrate the superiority of RhoFold+ over existing methods, including human expert groups. Its efficacy and generalizability are further validated through cross-family and cross-type assessments, as well as time-censored benchmarks. Additionally, RhoFold+ predicts RNA secondary structures and interhelical angles, providing empirically verifiable features that broaden ",openalex,large language model batch script scheduler | job script correctness benchmark scheduler
An AI Agent for Fully Automated Multi‐Omic Analyses,2024,Juexiao Zhou; Bin Zhang; Guowei Li; Xiuying Chen; Haoyang Li,Advanced Science,10.1002/advs.202407094,https://openalex.org/W4403099947,"With the fast-growing and evolving omics data, the demand for streamlined and adaptable tools to handle bioinformatics analysis continues to grow. In response to this need, Automated Bioinformatics Analysis (AutoBA) is introduced, an autonomous AI agent designed explicitly for fully automated multi-omic analyses based on large language models (LLMs). AutoBA simplifies the analytical process by requiring minimal user input while delivering detailed step-by-step plans for various bioinformatics tasks. AutoBA's unique capacity to self-design analysis processes based on input data variations further underscores its versatility. Compared with online bioinformatic services, AutoBA offers multiple LLM backends, with options for both online and local usage, prioritizing data security and user privacy. In comparison to ChatGPT and open-source LLMs, an automated code repair (ACR) mechanism in AutoBA is designed to improve its stability in automated end-to-end bioinformatics analysis tasks. Moreover, different from the predefined pipeline, AutoBA has adaptability in sync with emerging bioinformatics tools. Overall, AutoBA represents an advanced and convenient tool, offering robustness and ada",openalex,executable dataset automated program repair
An artificial intelligence accelerated virtual screening platform for drug discovery,2024,Guangfeng Zhou; Domnița-Valeria Rusnac; Hahnbeom Park; Daniele Canzani; Hai M. Nguyen,Nature Communications,10.1038/s41467-024-52061-7,https://openalex.org/W4402273478,"Abstract Structure-based virtual screening is a key tool in early drug discovery, with growing interest in the screening of multi-billion chemical compound libraries. However, the success of virtual screening crucially depends on the accuracy of the binding pose and binding affinity predicted by computational docking. Here we develop a highly accurate structure-based virtual screen method, RosettaVS, for predicting docking poses and binding affinities. Our approach outperforms other state-of-the-art methods on a wide range of benchmarks, partially due to our ability to model receptor flexibility. We incorporate this into a new open-source artificial intelligence accelerated virtual screening platform for drug discovery. Using this platform, we screen multi-billion compound libraries against two unrelated targets, a ubiquitin ligase target KLHDC2 and the human voltage-gated sodium channel Na V 1.7. For both targets, we discover hit compounds, including seven hits (14% hit rate) to KLHDC2 and four hits (44% hit rate) to Na V 1.7, all with single digit micromolar binding affinities. Screening in both cases is completed in less than seven days. Finally, a high resolution X-ray crystall",openalex,job script correctness benchmark scheduler
An LLM-driven Framework for Dynamic Infrastructure as Code Generation,2024,Junhee Lee; SungJoo Kang; In-Young Ko,"Proceedings of the 25th International Middleware Conference: Demos, Posters and Doctoral Symposium",10.1145/3704440.3704778,https://doi.org/10.1145/3704440.3704778,,crossref,execution-based benchmark infrastructure as code LLM | infrastructure as code LLM benchmark Terraform
ArcaNN: automated enhanced sampling generation of training sets for chemically reactive machine learning interatomic potentials,2024,Rolf David; Miguel de la Puente; Axel Gomez; Olaia Anton; Guillaume Stirnemann,Digital Discovery,10.1039/d4dd00209a,https://openalex.org/W4403905675,"The emergence of artificial intelligence is profoundly impacting computational chemistry, particularly through machine-learning interatomic potentials (MLIPs). Unlike traditional potential energy surface representations, MLIPs overcome the conventional computational scaling limitations by offering an effective combination of accuracy and efficiency for calculating atomic energies and forces to be used in molecular simulations. These MLIPs have significantly enhanced molecular simulations across various applications, including large-scale simulations of materials, interfaces, chemical reactions, and beyond. Despite these advances, the construction of training datasets-a critical component for the accuracy of MLIPs-has not received proportional attention, especially in the context of chemical reactivity, which depends on rare barrier-crossing events that are not easily included in the datasets. Here we address this gap by introducing ArcaNN, a comprehensive framework designed for generating training datasets for reactive MLIPs. ArcaNN employs a concurrent learning approach combined with advanced sampling techniques to ensure an accurate representation of high-energy geometries. The f",openalex,retrieval augmented generation HPC documentation
ARJA-e for the First International Competition on Automated Program Repair,2024,Yuan Yuan,Proceedings of the 5th ACM/IEEE International Workshop on Automated Program Repair,10.1145/3643788.3648019,https://doi.org/10.1145/3643788.3648019,,crossref,executable dataset automated program repair
